species,name,group
Dog,Golden Retriever/Pembroke Welsh Corgi,Sporting; Herding
Dog,Alaskan Husky/Border Collie,Herding; Working
Dog,Cavalier Span/Jack Russell Terrier,Sporting; Terrier
Dog,Mexican Hairless Mix,Toy
Dog,Miniature Poodle/Cocker Spaniel,Sporting; Toy
Dog,Treeing Walker Coonhound,Hound
Dog,American Pit Bull Terrier/Pointer,Sporting; Terrier
Dog,English Pointer,Sporting
Dog,Queensland Heeler/Dachshund,Herding; Hound
Dog,Chihuahua Shorthair/Lhasa Apso,Non-Sporting; Toy
Dog,Mastiff/Rottweiler,Working
Dog,Catahoula/Alaskan Husky,Toy; Working
Dog,Chow Chow/German Shepherd,Non-Sporting; Herding
Dog,Vizsla/Catahoula,Sporting; Toy
Dog,Australian Cattle Dog/English Coonhound,Herding; Hound
Dog,Pit Bull/Beagle,Hound; Terrier
Dog,Collie Smooth/Golden Retriever,Herding; Sporting
Dog,Dachshund/Australian Kelpie,Hound; Terrier
Dog,Bull Terrier/Boxer,Terrier; Working
Dog,Chihuahua Shorthair/Australian Cattle Dog,Herding; Toy
Dog,Great Dane/Australian Cattle Dog,Herding; Working
Dog,Bruss Griffon,Toy
Dog,Miniature Poodle/Labrador Retriever,Sporting; Toy
Dog,Pit Bull/Rottweiler,Terrier; Working
Dog,Cocker Spaniel/Beagle,Sporting; Hound
Dog,Irish Wolfhound/Great Pyrenees,Hound; Working
Dog,Pembroke Welsh Corgi/Australian Shepherd,Herding
Dog,Catahoula/Chow Chow,Non-Sporting; Toy
Dog,Pharaoh Hound/Border Collie,Herding; Hound
Dog,Chow Chow/Siberian Husky,Non-Sporting; Working
Dog,Golden Retriever/German Shepherd,Sporting; Herding
Dog,Pointer/American Pit Bull Terrier,Sporting; Terrier
Dog,Lhasa Apso/Havanese,Non-Sporting; Toy
Dog,Akita/Great Pyrenees,Working
Dog,Welsh Terrier Mix,Terrier
Dog,Saluki/Labrador Retriever,Sporting; Hound
Dog,Bull Terrier Miniature,Terrier
Dog,Great Pyrenees/Pit Bull,Terrier; Working
Dog,Rottweiler/German Shepherd,Herding; Working
Dog,Australian Shepherd/Parson Russell Terrier,Herding; Terrier
Dog,Pembroke Welsh Corgi/Basset Hound,Herding; Hound
Dog,American Bulldog/Boxer,Hound; Working
Dog,Labrador Retriever/Australian Kelpie,Sporting; Terrier
Dog,Golden Retriever/Australian Cattle Dog,Sporting; Herding
Dog,Australian Shepherd/Dachshund,Herding; Hound
Dog,Siamese/Domestic Shorthair,Sporting; Working
Dog,Rat Terrier,Terrier
Dog,American Pit Bull Terrier/Labrador Retriever,Sporting; Terrier
Dog,Catahoula/Staffordshire,Toy; Terrier
Dog,Staffordshire/Blue Lacy,Herding; Terrier
Dog,Pointer,Sporting
Dog,Labrador Retriever/Black Mouth Cur,Sporting; Hound
Dog,Siberian Husky/Australian Cattle Dog,Herding; Working
Dog,Chihuahua Longhair/Pekingese,Toy
Dog,German Shepherd/Basenji,Herding; Hound
Dog,Bruss Griffon Mix,Toy
Dog,Yorkshire Terrier/Bruss Griffon,Toy
Dog,Cairn Terrier/Scottish Terrier,Terrier
Dog,Basset Hound/English Pointer,Sporting; Hound
Dog,Cairn Terrier/Border Collie,Herding; Terrier
Dog,Beagle/Standard Poodle,Hound; Working
Dog,Flat Coat Retriever/Golden Retriever,Sporting
Dog,Dachshund Wirehair/Chihuahua Longhair,Toy; Hound
Dog,Golden Retriever,Sporting
Dog,Cornish Rex Mix,Terrier
Dog,Samoyed,Working
Dog,Whippet/Dachshund,Hound
Dog,Chow Chow,Non-Sporting
Dog,Chihuahua Longhair/Maltese,Toy
Dog,Great Pyrenees/Siberian Husky,Working
Dog,Landseer Mix,Terrier
Dog,Irish Setter/Pit Bull,Sporting; Terrier
Dog,Collie Rough/Labrador Retriever,Herding; Sporting
Dog,American Bulldog/Mastiff,Hound; Working
Dog,Labrador Retriever/Golden Retriever,Sporting
Dog,Border Collie/Brittany,Herding; Sporting
Dog,Norwich Terrier/Yorkshire Terrier,Toy; Terrier
Dog,Flat Coat Retriever Mix,Sporting
Dog,French Bulldog,Non-Sporting
Dog,Silky Terrier/Yorkshire Terrier,Toy
Dog,Chihuahua Longhair Mix,Toy
Dog,Yorkshire Terrier/Norfolk Terrier,Toy; Terrier
Dog,Beagle/Chihuahua Longhair,Toy; Hound
Dog,Bloodhound Mix,Hound
Dog,Cardigan Welsh Corgi/Labrador Retriever,Herding; Sporting
Dog,Mastiff/Chinese Sharpei,Toy; Working
Dog,Boerboel Mix,Working
Dog,Australian Cattle Dog/Rat Terrier,Herding; Terrier
Dog,Siberian Husky/German Shepherd,Herding; Working
Dog,Pembroke Welsh Corgi/Australian Cattle Dog,Herding
Dog,Jack Russell Terrier/Pit Bull,Terrier
Dog,Catahoula/German Shepherd,Herding; Toy
Dog,Catahoula/Rottweiler,Toy; Working
